Pazartesi,08:45:00,09:25:00,09:35:00,10:15:00,10:25:00,11:05:00,11:15:00,11:55:00,12:05:00,12:45:00,13:30:00,14:10:00,14:20:00,15:00:00,15:10:00,15:50:00,16:00:00,16:40:00,16:50:00,17:30:00
Salı,08:45:00,09:25:00,09:35:00,10:15:00,10:25:00,11:05:00,11:15:00,11:55:00,12:05:00,12:45:00,13:30:00,14:10:00,14:20:00,15:00:00,15:10:00,15:50:00,16:00:00,16:40:00,16:50:00,17:30:00
Çarşamba,08:45:00,09:25:00,09:35:00,10:15:00,10:25:00,11:05:00,11:15:00,11:55:00,12:05:00,12:45:00,13:30:00,14:10:00,14:20:00,15:00:00,15:10:00,15:50:00,16:00:00,16:40:00,16:50:00,17:30:00
Perşembe,08:45:00,09:25:00,09:35:00,10:15:00,10:25:00,11:05:00,11:15:00,11:55:00,12:05:00,12:45:00,13:30:00,14:10:00,14:20:00,15:00:00,15:10:00,15:50:00,16:00:00,16:40:00,16:50:00,17:30:00
Cuma,08:45:00,09:25:00,09:35:00,10:15:00,10:25:00,11:05:00,11:15:00,11:55:00,12:05:00,12:45:00,13:30:00,14:10:00,14:20:00,15:00:00,15:10:00,15:50:00,16:00:00,16:40:00,16:50:00,17:30:00
Cumartesi,08:45:00,09:25:00,09:35:00,10:15:00,10:25:00,11:05:00,11:15:00,11:55:00,12:05:00,12:45:00,13:30:00,14:10:00,14:20:00,15:00:00,15:10:00,15:50:00,16:00:00,16:40:00,16:50:00,17:30:00
Pazar,08:45:00,09:25:00,09:35:00,10:15:00,10:25:00,11:05:00,11:15:00,11:55:00,12:05:00,12:45:00,13:30:00,14:10:00,14:20:00,15:00:00,15:10:00,15:50:00,16:00:00,16:40:00,16:50:00,17:30:00
